,Rank,City,State,Population,Venue Name,Type,Latitude,Longitude
32,3,Chicago,Illinois,"2,705,994",Smyth,Restaurant,41.88491910100381,-87.66076811931293
33,3,Chicago,Illinois,"2,705,994",Revival Food Hall,Food Court,41.87956,-87.63055
34,3,Chicago,Illinois,"2,705,994",Yuzu Sushi and Robata Grill,Japanese Restaurant,41.89601627515891,-87.6717525528659
35,3,Chicago,Illinois,"2,705,994",Swift & Sons,Steakhouse,41.88691196195718,-87.65222401149262
36,3,Chicago,Illinois,"2,705,994",Vinnie's Sub Shop,Sandwich Place,41.891096921488796,-87.657731582912
37,3,Chicago,Illinois,"2,705,994","Joe's Seafood, Prime Steak & Stone Crab",Seafood Restaurant,41.891827934799345,-87.62544444279393
38,3,Chicago,Illinois,"2,705,994",Pret A Manger,Sandwich Place,41.8838722611314,-87.62865218958073
39,3,Chicago,Illinois,"2,705,994",Do-Rite Donuts and Chicken,Donut Shop,41.88541690743702,-87.65223678360316
40,3,Chicago,Illinois,"2,705,994",Shaw's Crab House,Seafood Restaurant,41.88995884817228,-87.62706513392384
41,3,Chicago,Illinois,"2,705,994",Small Cheval,Burger Joint,41.88480120575818,-87.63848238483384
42,3,Chicago,Illinois,"2,705,994",Cindy's,New American Restaurant,41.88169538551873,-87.62460021795313
43,3,Chicago,Illinois,"2,705,994",Uncle Mike's Place,Filipino Restaurant,41.89094479983785,-87.66965247249978
44,3,Chicago,Illinois,"2,705,994",3 Greens Market,Café,41.88993666774925,-87.6378863660802
45,3,Chicago,Illinois,"2,705,994",sweetgreen,Restaurant,41.8849641,-87.6247284
46,3,Chicago,Illinois,"2,705,994",Rootstock,New American Restaurant,41.89908262351512,-87.69690838651263
47,3,Chicago,Illinois,"2,705,994",Cafecito,Cuban Restaurant,41.88221905029665,-87.63387837546279
48,3,Chicago,Illinois,"2,705,994",Firecakes Donuts,Donut Shop,41.89000196526419,-87.63060477613422
49,3,Chicago,Illinois,"2,705,994",Bavette's Bar and Boeuf,Steakhouse,41.889108723869995,-87.63493174422108
50,3,Chicago,Illinois,"2,705,994",Kasia's Polish Delicatessen,Deli / Bodega,41.895749484166856,-87.67961909989114
51,3,Chicago,Illinois,"2,705,994",RPM Italian,Italian Restaurant,41.89081532118322,-87.62975543356106
52,3,Chicago,Illinois,"2,705,994",Fulton Market Kitchen,Restaurant,41.88727430446681,-87.65089062144558
53,3,Chicago,Illinois,"2,705,994",Puerto Rico Food and Liquors,Deli / Bodega,41.899259616605356,-87.69180012056074
